GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0035676	0.0424055686599227	Inf	0.411964842642472	2	2	anterior lateral line neuromast hair cell development	ENSXMAG00000016162,ENSXMAG00000019951	lrp5,s1pr2
GO:0035966	0.0368010017065195	3.8646408839779	2.05982421321236	5	10	response to topologically incorrect protein	ENSXMAG00000002036,ENSXMAG00000013231,ENSXMAG00000004439,ENSXMAG00000000504,ENSXMAG00000012953	os9,atf6,WFS1,CREBRF,EDEM3
GO:0042074	0.0135147028760414	2.66275138696255	5.56152537567338	11	27	cell migration involved in gastrulation	ENSXMAG00000001157,ENSXMAG00000008165,ENSXMAG00000014010,ENSXMAG00000017299,ENSXMAG00000006811,ENSXMAG00000013400,ENSXMAG00000013888,ENSXMAG00000019951,ENSXMAG00000005893,ENSXMAG00000013581,ENSXMAG00000015247	vangl2,csrp1a,git2a,prickle1a,MEGF8,mks1,wnt11,s1pr2,ptges,apln,aplnra
GO:0042127	0.0285707146733465	2.09782986111111	7.62134958888574	13	37	regulation of cell population proliferation	ENSXMAG00000003465,ENSXMAG00000011178,ENSXMAG00000012134,ENSXMAG00000015476,ENSXMAG00000016482,ENSXMAG00000004396,ENSXMAG00000004738,ENSXMAG00000009518,ENSXMAG00000014788,ENSXMAG00000018788,ENSXMAG00000004048,ENSXMAG00000001523,ENSXMAG00000006373	jak2a,erbb3b,adgrg1,PTK2,egfra,runx1,klf6a,gper1,sav1,fgfr4,ptk2bb,fgf19,il34
GO:0042326	0.0087252524284668	Inf	0.617947263963709	3	3	negative regulation of phosphorylation	ENSXMAG00000015044,ENSXMAG00000001245,ENSXMAG00000017367	camk2n1a,pkig,aida
GO:0042692	0.0183428424243269	1.78563636363636	15.0367167564502	23	73	muscle cell differentiation	ENSXMAG00000000293,ENSXMAG00000000682,ENSXMAG00000001157,ENSXMAG00000003376,ENSXMAG00000003672,ENSXMAG00000009123,ENSXMAG00000010944,ENSXMAG00000011005,ENSXMAG00000012618,ENSXMAG00000014934,ENSXMAG00000015616,ENSXMAG00000015733,ENSXMAG00000015928,ENSXMAG00000017899,ENSXMAG00000019406,ENSXMAG00000019414,ENSXMAG00000007485,ENSXMAG00000008315,ENSXMAG00000010464,ENSXMAG00000011687,ENSXMAG00000013351,ENSXMAG00000010655,ENSXMAG00000014705	klhl40a,tfpi2,vangl2,tpm4a,smpx,plod2,cryaba,smo,mbnl2,popdc2,pgm5,slc8a1a,ogg1,meox1,nr2f1a,mef2cb,vcp,hsp90aa1.1,kirrel3l,COL6A2,prdm1a,INPP5K,b4gat1
GO:0043062	0.0194172898765374	2.16995135510771	8.03331443152821	14	39	extracellular structure organization	ENSXMAG00000001157,ENSXMAG00000001177,ENSXMAG00000009123,ENSXMAG00000009137,ENSXMAG00000010309,ENSXMAG00000012321,ENSXMAG00000015155,ENSXMAG00000016415,ENSXMAG00000016442,ENSXMAG00000019046,ENSXMAG00000002671,ENSXMAG00000004377,ENSXMAG00000004396,ENSXMAG00000010464	vangl2,ADAMTS17,plod2,ADAMTS1,fbln1,adamts15a,ADAMTS14,dpt,lamb2,ADAMTS6,coq8b,creb3l2,runx1,kirrel3l
GO:0043114	0.0087252524284668	Inf	0.617947263963709	3	3	regulation of vascular permeability	ENSXMAG00000001540,ENSXMAG00000002400,ENSXMAG00000001476	ITGA4,plvapb,src
GO:0043280	0.0087252524284668	Inf	0.617947263963709	3	3	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	ENSXMAG00000010490,ENSXMAG00000009956,ENSXMAG00000008586	hdr,becn1,rad21a
GO:0043281	0.0087252524284668	Inf	0.617947263963709	3	3	regulation of cysteine-type endopeptidase activity involved in apoptotic process	ENSXMAG00000010490,ENSXMAG00000009956,ENSXMAG00000008586	hdr,becn1,rad21a
GO:0043487	0.0129789327029821	3.439907727797	3.50170116246102	8	17	regulation of RNA stability	ENSXMAG00000018206,ENSXMAG00000018758,ENSXMAG00000019572,ENSXMAG00000009864,ENSXMAG00000018674,ENSXMAG00000009698,ENSXMAG00000009821,ENSXMAG00000014438	zgc:162730,ythdf2,FASTKD5,SAMD4A,ybx1,ythdf3,pan3,TBRG4
GO:0043488	0.0129789327029821	3.439907727797	3.50170116246102	8	17	regulation of mRNA stability	ENSXMAG00000018206,ENSXMAG00000018758,ENSXMAG00000019572,ENSXMAG00000009864,ENSXMAG00000018674,ENSXMAG00000009698,ENSXMAG00000009821,ENSXMAG00000014438	zgc:162730,ythdf2,FASTKD5,SAMD4A,ybx1,ythdf3,pan3,TBRG4
GO:0044209	0.0424055686599227	Inf	0.411964842642472	2	2	AMP salvage	ENSXMAG00000010413,ENSXMAG00000015542	adka,adkb
GO:0044703	0.0136779961063131	2.39880952380952	7.00340232492203	13	34	multi-organism reproductive process	ENSXMAG00000001152,ENSXMAG00000004643,ENSXMAG00000005524,ENSXMAG00000011812,ENSXMAG00000006463,ENSXMAG00000008836,ENSXMAG00000009518,ENSXMAG00000011679,ENSXMAG00000015512,ENSXMAG00000019863,ENSXMAG00000002246,ENSXMAG00000002926,ENSXMAG00000018674	kdm6al,zgc:173556,ggnbp2,zar1,cftr,m1ap,gper1,nemp1,rnf114,paqr7b,lepr,pum3,ybx1
GO:0045103	0.00532635423084965	9.6667817679558	1.44187694924865	5	7	intermediate filament-based process	ENSXMAG00000003710,ENSXMAG00000009287,ENSXMAG00000016816,ENSXMAG00000018031,ENSXMAG00000006071	synm,DST,DSP,pleca,evpla
GO:0045104	0.00532635423084965	9.6667817679558	1.44187694924865	5	7	intermediate filament cytoskeleton organization	ENSXMAG00000003710,ENSXMAG00000009287,ENSXMAG00000016816,ENSXMAG00000018031,ENSXMAG00000006071	synm,DST,DSP,pleca,evpla
GO:0045229	0.0194172898765374	2.16995135510771	8.03331443152821	14	39	external encapsulating structure organization	ENSXMAG00000001157,ENSXMAG00000001177,ENSXMAG00000009123,ENSXMAG00000009137,ENSXMAG00000010309,ENSXMAG00000012321,ENSXMAG00000015155,ENSXMAG00000016415,ENSXMAG00000016442,ENSXMAG00000019046,ENSXMAG00000002671,ENSXMAG00000004377,ENSXMAG00000004396,ENSXMAG00000010464	vangl2,ADAMTS17,plod2,ADAMTS1,fbln1,adamts15a,ADAMTS14,dpt,lamb2,ADAMTS6,coq8b,creb3l2,runx1,kirrel3l
GO:0045639	0.0424055686599227	Inf	0.411964842642472	2	2	positive regulation of myeloid cell differentiation	ENSXMAG00000005165,ENSXMAG00000004396	stat5a,runx1
GO:0045880	0.0424055686599227	Inf	0.411964842642472	2	2	positive regulation of smoothened signaling pathway	ENSXMAG00000011005,ENSXMAG00000009602	smo,ugdh
GO:0045936	0.029518106854155	11.5862068965517	0.823929685284945	3	4	negative regulation of phosphate metabolic process	ENSXMAG00000015044,ENSXMAG00000001245,ENSXMAG00000017367	camk2n1a,pkig,aida
GO:0046033	0.0118008953054479	6.44337016574586	1.64785937056989	5	8	AMP metabolic process	ENSXMAG00000001440,ENSXMAG00000011293,ENSXMAG00000005060,ENSXMAG00000010413,ENSXMAG00000015542	ak3,ak1,adssl,adka,adkb
GO:0046477	0.0424055686599227	Inf	0.411964842642472	2	2	glycosylceramide catabolic process	ENSXMAG00000015701,ENSXMAG00000001845	galcb,GBA2
GO:0046479	0.0087252524284668	Inf	0.617947263963709	3	3	glycosphingolipid catabolic process	ENSXMAG00000003245,ENSXMAG00000015701,ENSXMAG00000001845	gm2a,galcb,GBA2
GO:0046514	0.029518106854155	11.5862068965517	0.823929685284945	3	4	ceramide catabolic process	ENSXMAG00000003245,ENSXMAG00000015701,ENSXMAG00000001845	gm2a,galcb,GBA2
GO:0046839	0.0308495922600047	3.0078377132319	3.29571874113978	7	16	phospholipid dephosphorylation	ENSXMAG00000007542,ENSXMAG00000017524,ENSXMAG00000017783,ENSXMAG00000007529,ENSXMAG00000010655,ENSXMAG00000011097,ENSXMAG00000014629	INPP5A,synj1,tpte,FIG4,INPP5K,inppl1a,INPP5B
GO:0046856	0.0308495922600047	3.0078377132319	3.29571874113978	7	16	phosphatidylinositol dephosphorylation	ENSXMAG00000007542,ENSXMAG00000017524,ENSXMAG00000017783,ENSXMAG00000007529,ENSXMAG00000010655,ENSXMAG00000011097,ENSXMAG00000014629	INPP5A,synj1,tpte,FIG4,INPP5K,inppl1a,INPP5B
GO:0048013	0.021009464468782	3.38442254495159	3.08973631981854	7	15	ephrin receptor signaling pathway	ENSXMAG00000013494,ENSXMAG00000004673,ENSXMAG00000005838,ENSXMAG00000007385,ENSXMAG00000008306,ENSXMAG00000015959,ENSXMAG00000014802	EPHA3,ephb3a,EPHB3,ephb4b,epha4a,EFNA5,efna1a
GO:0048048	0.0273389405854406	2.81346335325574	3.91366600510349	8	19	embryonic eye morphogenesis	ENSXMAG00000001157,ENSXMAG00000002200,ENSXMAG00000008078,ENSXMAG00000010463,ENSXMAG00000010546,ENSXMAG00000018793,ENSXMAG00000004564,ENSXMAG00000003038	vangl2,mitfa,AFAP1L2,sfrp1a,znf503,fat1a,znf703,pax2a
GO:0048513	0.000315826458447006	1.34139392540957	184.148284661185	224	894	animal organ development	ENSXMAG00000000203,ENSXMAG00000000293,ENSXMAG00000000304,ENSXMAG00000000309,ENSXMAG00000000531,ENSXMAG00000000592,ENSXMAG00000000682,ENSXMAG00000001152,ENSXMAG00000001157,ENSXMAG00000001603,ENSXMAG00000001821,ENSXMAG00000001857,ENSXMAG00000001864,ENSXMAG00000002200,ENSXMAG00000002249,ENSXMAG00000002287,ENSXMAG00000002379,ENSXMAG00000002888,ENSXMAG00000003253,ENSXMAG00000003277,ENSXMAG00000003376,ENSXMAG00000003465,ENSXMAG00000003672,ENSXMAG00000003908,ENSXMAG00000004055,ENSXMAG00000004289,ENSXMAG00000004304,ENSXMAG00000004318,ENSXMAG00000004642,ENSXMAG00000004807,ENSXMAG00000004822,ENSXMAG00000004835,ENSXMAG00000005165,ENSXMAG00000005268,ENSXMAG00000005311,ENSXMAG00000005438,ENSXMAG00000005676,ENSXMAG00000006650,ENSXMAG00000007024,ENSXMAG00000007029,ENSXMAG00000007369,ENSXMAG00000007610,ENSXMAG00000007764,ENSXMAG00000007930,ENSXMAG00000008078,ENSXMAG00000008165,ENSXMAG00000009123,ENSXMAG00000009592,ENSXMAG00000009830,ENSXMAG00000009982,ENSXMAG00000010309,ENSXMAG00000010381,ENSXMAG00000010463,ENSXMAG00000010546,ENSXMAG00000010812,ENSXMAG00000010944,ENSXMAG00000011005,ENSXMAG00000011418,ENSXMAG00000011562,ENSXMAG00000011666,ENSXMAG00000011776,ENSXMAG00000011837,ENSXMAG00000012383,ENSXMAG00000012475,ENSXMAG00000012567,ENSXMAG00000012618,ENSXMAG00000014010,ENSXMAG00000014077,ENSXMAG00000014181,ENSXMAG00000014459,ENSXMAG00000014732,ENSXMAG00000014934,ENSXMAG00000015268,ENSXMAG00000015928,ENSXMAG00000015983,ENSXMAG00000016298,ENSXMAG00000016442,ENSXMAG00000016530,ENSXMAG00000017038,ENSXMAG00000017299,ENSXMAG00000017408,ENSXMAG00000017524,ENSXMAG00000017538,ENSXMAG00000017899,ENSXMAG00000018035,ENSXMAG00000018352,ENSXMAG00000018758,ENSXMAG00000018793,ENSXMAG00000018913,ENSXMAG00000019384,ENSXMAG00000019406,ENSXMAG00000019414,ENSXMAG00000019439,ENSXMAG00000019535,ENSXMAG00000019630,ENSXMAG00000019883,ENSXMAG00000020390,ENSXMAG00000000053,ENSXMAG00000001440,ENSXMAG00000001540,ENSXMAG00000002084,ENSXMAG00000002555,ENSXMAG00000002671,ENSXMAG00000003128,ENSXMAG00000003189,ENSXMAG00000003545,ENSXMAG00000004101,ENSXMAG00000004396,ENSXMAG00000004439,ENSXMAG00000004564,ENSXMAG00000004738,ENSXMAG00000004919,ENSXMAG00000005219,ENSXMAG00000005372,ENSXMAG00000005505,ENSXMAG00000005874,ENSXMAG00000005890,ENSXMAG00000006154,ENSXMAG00000006213,ENSXMAG00000006275,ENSXMAG00000006306,ENSXMAG00000006331,ENSXMAG00000006463,ENSXMAG00000006811,ENSXMAG00000007143,ENSXMAG00000007485,ENSXMAG00000007536,ENSXMAG00000007968,ENSXMAG00000008075,ENSXMAG00000008979,ENSXMAG00000009518,ENSXMAG00000009602,ENSXMAG00000009841,ENSXMAG00000009956,ENSXMAG00000010464,ENSXMAG00000011345,ENSXMAG00000011687,ENSXMAG00000011874,ENSXMAG00000012113,ENSXMAG00000012135,ENSXMAG00000012381,ENSXMAG00000012925,ENSXMAG00000013161,ENSXMAG00000013170,ENSXMAG00000013351,ENSXMAG00000013527,ENSXMAG00000013825,ENSXMAG00000013888,ENSXMAG00000014457,ENSXMAG00000014533,ENSXMAG00000015039,ENSXMAG00000015290,ENSXMAG00000015423,ENSXMAG00000015617,ENSXMAG00000015976,ENSXMAG00000016162,ENSXMAG00000016312,ENSXMAG00000016712,ENSXMAG00000017503,ENSXMAG00000017689,ENSXMAG00000018031,ENSXMAG00000018348,ENSXMAG00000018360,ENSXMAG00000018476,ENSXMAG00000018968,ENSXMAG00000019533,ENSXMAG00000019692,ENSXMAG00000019951,ENSXMAG00000020266,ENSXMAG00000002115,ENSXMAG00000002246,ENSXMAG00000002326,ENSXMAG00000003038,ENSXMAG00000003093,ENSXMAG00000003785,ENSXMAG00000004102,ENSXMAG00000004259,ENSXMAG00000005343,ENSXMAG00000005549,ENSXMAG00000006003,ENSXMAG00000007016,ENSXMAG00000007513,ENSXMAG00000008851,ENSXMAG00000010188,ENSXMAG00000010396,ENSXMAG00000010465,ENSXMAG00000010655,ENSXMAG00000010963,ENSXMAG00000011009,ENSXMAG00000013401,ENSXMAG00000013421,ENSXMAG00000013581,ENSXMAG00000014291,ENSXMAG00000014713,ENSXMAG00000014734,ENSXMAG00000017448,ENSXMAG00000018461,ENSXMAG00000018711,ENSXMAG00000019256,ENSXMAG00000019787,ENSXMAG00000000174,ENSXMAG00000000302,ENSXMAG00000001523,ENSXMAG00000001877,ENSXMAG00000002024,ENSXMAG00000002561,ENSXMAG00000003931,ENSXMAG00000006373,ENSXMAG00000008586,ENSXMAG00000009523,ENSXMAG00000010941,ENSXMAG00000011051,ENSXMAG00000012680,ENSXMAG00000013430,ENSXMAG00000013819,ENSXMAG00000015247,ENSXMAG00000017496,ENSXMAG00000017825,ENSXMAG00000018351,ENSXMAG00000018837,ENSXMAG00000019529,ENSXMAG00000019573,ENSXMAG00000019890,ENSXMAG00000020363	angptl2b,klhl40a,FHL1,lmcd1,col11a1b,rad51,tfpi2,kdm6al,vangl2,sox10,fn1a,adgra2,scrib,mitfa,FBN1,egf,myo1cb,EFEMP1,kat2b,notch1b,tpm4a,jak2a,smpx,lhx2b,fstl1b,eya4,stk25b,sema3e,glis2b,cdc73,vwa1,NOMO1,stat5a,ift74,cdca7a,TET2,htr2b,NID1,ube3d,ablim1a,SF3B1,myo6a,mcm3,lgi1b,AFAP1L2,csrp1a,plod2,ednraa,lnx2a,pkd2,fbln1,smyd4,sfrp1a,znf503,nsfa,cryaba,smo,hgfa,nherf1a,COL6A1,ildr2,ttc17,hspb7,fgf22,LTBP3,mbnl2,git2a,abcc5,dhps,cadm4,csf3r,popdc2,exoc5,ogg1,elovl1a,edar,lamb2,sema3fa,lrsam1,prickle1a,enpp1,synj1,polr1d,meox1,csrp1b,sec23a,ythdf2,fat1a,pdlim3a,casp9,nr2f1a,mef2cb,kctd12.2,gpr182,cnr1,nono,fzd7b,ncor2,ak3,ITGA4,sox17,pabpc1a,coq8b,MICAL2,myct1a,lhx6a,chaf1b,runx1,WFS1,znf703,klf6a,dkc1,mcrs1,tbx3a,smox,greb1l,rbck1,cdk5r2a,nav3,MYH10,sumo1,igfbp3,cftr,MEGF8,irf6,vcp,yap1,tmsb4x,vwc2,KDM6B,gper1,ugdh,pdlim7,becn1,kirrel3l,tardbpa,COL6A2,cd248a,fat3a,npnta,agrn,notch2,efemp2a,npas4a,prdm1a,SYNGAP1,prdm5,wnt11,met,cavin1b,ABCB10,snrkb,tead1a,WWC1,slc7a14a,lrp5,vldlr,dsc2l,ints7,chrm2a,pleca,FAT4,pxna,brf1a,lhx4,nog2,cebpa,s1pr2,nrarpa,ptpra,lepr,HMCN1,pax2a,isl2a,srgap2,rpa1,bmpr1aa,scube1,ADA2,bbs2,atg4da,wnt7aa,odad4,fsta,ablim3,WNT8A,INPP5K,ino80e,itgb1a,zic6,lpar2a,apln,sgcb,tgfb3,rac3b,CRELD1,lhx8a,ash2l,pros1,twist1b,rtn4a,mcm2,fgf19,mnx2b,ANKRD33,rfc5,myog,il34,rad21a,wnt16,DOC2A,lmo7a,pax5,brd4,gcga,aplnra,myf5,fgl1b,ctsd,ube2ia,pou3f1,sox21b,ascl1b,tal2
GO:0048514	0.00894499098795143	1.65609779855835	25.5418202438333	37	124	blood vessel morphogenesis	ENSXMAG00000000203,ENSXMAG00000001243,ENSXMAG00000001821,ENSXMAG00000001857,ENSXMAG00000003079,ENSXMAG00000003277,ENSXMAG00000003465,ENSXMAG00000004021,ENSXMAG00000004304,ENSXMAG00000004318,ENSXMAG00000007024,ENSXMAG00000007610,ENSXMAG00000011005,ENSXMAG00000011072,ENSXMAG00000013193,ENSXMAG00000017903,ENSXMAG00000001898,ENSXMAG00000002497,ENSXMAG00000007536,ENSXMAG00000011345,ENSXMAG00000015415,ENSXMAG00000016174,ENSXMAG00000020230,ENSXMAG00000020266,ENSXMAG00000020354,ENSXMAG00000003093,ENSXMAG00000004225,ENSXMAG00000006487,ENSXMAG00000011009,ENSXMAG00000012791,ENSXMAG00000013421,ENSXMAG00000013581,ENSXMAG00000019787,ENSXMAG00000000174,ENSXMAG00000000193,ENSXMAG00000009676,ENSXMAG00000015247	angptl2b,fli1,fn1a,adgra2,foxf1,notch1b,jak2a,ANO6,stk25b,sema3e,ube3d,myo6a,smo,acvrl1,kdrl,SLC2A1,nrp2b,f3a,yap1,tardbpa,ntn4,per2,lpar6a,nrarpa,scg2b,isl2a,sox7,abca1a,itgb1a,ADGRB1,lpar2a,apln,twist1b,rtn4a,nfkb2,flt4,aplnra
GO:0048518	0.029097537152574	1.31879025764895	59.5289197618373	73	289	positive regulation of biological process	ENSXMAG00000000203,ENSXMAG00000001157,ENSXMAG00000001603,ENSXMAG00000001857,ENSXMAG00000002200,ENSXMAG00000003465,ENSXMAG00000004475,ENSXMAG00000004643,ENSXMAG00000005165,ENSXMAG00000008074,ENSXMAG00000008412,ENSXMAG00000008538,ENSXMAG00000008754,ENSXMAG00000008839,ENSXMAG00000009982,ENSXMAG00000010463,ENSXMAG00000010490,ENSXMAG00000011005,ENSXMAG00000013476,ENSXMAG00000014732,ENSXMAG00000015476,ENSXMAG00000015619,ENSXMAG00000016083,ENSXMAG00000016470,ENSXMAG00000017358,ENSXMAG00000017899,ENSXMAG00000018206,ENSXMAG00000018758,ENSXMAG00000019384,ENSXMAG00000019414,ENSXMAG00000019456,ENSXMAG00000019630,ENSXMAG00000001149,ENSXMAG00000003524,ENSXMAG00000003970,ENSXMAG00000004396,ENSXMAG00000004564,ENSXMAG00000005372,ENSXMAG00000006964,ENSXMAG00000007143,ENSXMAG00000007238,ENSXMAG00000009518,ENSXMAG00000009602,ENSXMAG00000009956,ENSXMAG00000010484,ENSXMAG00000011891,ENSXMAG00000013351,ENSXMAG00000015039,ENSXMAG00000016174,ENSXMAG00000016886,ENSXMAG00000018788,ENSXMAG00000019692,ENSXMAG00000019863,ENSXMAG00000020263,ENSXMAG00000001780,ENSXMAG00000003093,ENSXMAG00000004048,ENSXMAG00000010780,ENSXMAG00000011009,ENSXMAG00000011675,ENSXMAG00000011832,ENSXMAG00000012309,ENSXMAG00000012852,ENSXMAG00000013755,ENSXMAG00000014713,ENSXMAG00000018440,ENSXMAG00000018674,ENSXMAG00000001523,ENSXMAG00000006373,ENSXMAG00000006406,ENSXMAG00000008586,ENSXMAG00000009821,ENSXMAG00000015991	angptl2b,vangl2,sox10,adgra2,mitfa,jak2a,tpx2,zgc:173556,stat5a,arpc2,zgc:111976,NFIB,nfixb,CDC42,pkd2,sfrp1a,hdr,smo,mnat1,csf3r,PTK2,bmal1a,spire2,c7b,rnf8,meox1,zgc:162730,ythdf2,casp9,mef2cb,phlda3,cnr1,tgfb1a,plgrkt,TGFB3,runx1,znf703,tbx3a,srfb,irf6,NFIX,gper1,ugdh,becn1,cd226,mapk8ip3,prdm1a,ABCB10,per2,FMNL1,fgfr4,cebpa,paqr7b,C5AR1,kat8,isl2a,ptk2bb,mffa,itgb1a,hmbox1a,tada2a,SPAG9,GMEB2,irf3,tgfb3,babam2,ybx1,fgf19,il34,psmc2,rad21a,pan3,cdc20
GO:0048522	0.0184252837067853	1.38766498680106	50.2597108023816	64	244	positive regulation of cellular process	ENSXMAG00000000203,ENSXMAG00000001157,ENSXMAG00000001857,ENSXMAG00000002200,ENSXMAG00000003465,ENSXMAG00000004475,ENSXMAG00000005165,ENSXMAG00000008074,ENSXMAG00000008412,ENSXMAG00000008538,ENSXMAG00000008754,ENSXMAG00000008839,ENSXMAG00000009982,ENSXMAG00000010463,ENSXMAG00000010490,ENSXMAG00000011005,ENSXMAG00000013476,ENSXMAG00000014732,ENSXMAG00000015476,ENSXMAG00000015619,ENSXMAG00000016083,ENSXMAG00000017358,ENSXMAG00000017899,ENSXMAG00000018206,ENSXMAG00000018758,ENSXMAG00000019384,ENSXMAG00000019414,ENSXMAG00000019456,ENSXMAG00000001149,ENSXMAG00000003524,ENSXMAG00000003970,ENSXMAG00000004396,ENSXMAG00000004564,ENSXMAG00000005372,ENSXMAG00000006964,ENSXMAG00000007143,ENSXMAG00000007238,ENSXMAG00000009518,ENSXMAG00000009602,ENSXMAG00000009956,ENSXMAG00000011891,ENSXMAG00000013351,ENSXMAG00000015039,ENSXMAG00000016886,ENSXMAG00000018788,ENSXMAG00000019692,ENSXMAG00000019863,ENSXMAG00000001780,ENSXMAG00000003093,ENSXMAG00000004048,ENSXMAG00000010780,ENSXMAG00000011675,ENSXMAG00000011832,ENSXMAG00000012309,ENSXMAG00000012852,ENSXMAG00000013755,ENSXMAG00000014713,ENSXMAG00000018440,ENSXMAG00000001523,ENSXMAG00000006373,ENSXMAG00000006406,ENSXMAG00000008586,ENSXMAG00000009821,ENSXMAG00000015991	angptl2b,vangl2,adgra2,mitfa,jak2a,tpx2,stat5a,arpc2,zgc:111976,NFIB,nfixb,CDC42,pkd2,sfrp1a,hdr,smo,mnat1,csf3r,PTK2,bmal1a,spire2,rnf8,meox1,zgc:162730,ythdf2,casp9,mef2cb,phlda3,tgfb1a,plgrkt,TGFB3,runx1,znf703,tbx3a,srfb,irf6,NFIX,gper1,ugdh,becn1,mapk8ip3,prdm1a,ABCB10,FMNL1,fgfr4,cebpa,paqr7b,kat8,isl2a,ptk2bb,mffa,hmbox1a,tada2a,SPAG9,GMEB2,irf3,tgfb3,babam2,fgf19,il34,psmc2,rad21a,pan3,cdc20
GO:0048568	0.0396042356632706	1.35810949992575	41.4024666855685	52	201	embryonic organ development	ENSXMAG00000000531,ENSXMAG00000001157,ENSXMAG00000001603,ENSXMAG00000001821,ENSXMAG00000002200,ENSXMAG00000003465,ENSXMAG00000004055,ENSXMAG00000004289,ENSXMAG00000004642,ENSXMAG00000005438,ENSXMAG00000008078,ENSXMAG00000009123,ENSXMAG00000009982,ENSXMAG00000010381,ENSXMAG00000010463,ENSXMAG00000010546,ENSXMAG00000011005,ENSXMAG00000014732,ENSXMAG00000014934,ENSXMAG00000015928,ENSXMAG00000017299,ENSXMAG00000017538,ENSXMAG00000018352,ENSXMAG00000018793,ENSXMAG00000019414,ENSXMAG00000002084,ENSXMAG00000003189,ENSXMAG00000004101,ENSXMAG00000004396,ENSXMAG00000004564,ENSXMAG00000005372,ENSXMAG00000005890,ENSXMAG00000006331,ENSXMAG00000006463,ENSXMAG00000007143,ENSXMAG00000007536,ENSXMAG00000007968,ENSXMAG00000013351,ENSXMAG00000013825,ENSXMAG00000013888,ENSXMAG00000014533,ENSXMAG00000015290,ENSXMAG00000015617,ENSXMAG00000016162,ENSXMAG00000019692,ENSXMAG00000019951,ENSXMAG00000003038,ENSXMAG00000008851,ENSXMAG00000010188,ENSXMAG00000018711,ENSXMAG00000008586,ENSXMAG00000018837	col11a1b,vangl2,sox10,fn1a,mitfa,jak2a,fstl1b,eya4,glis2b,TET2,AFAP1L2,plod2,pkd2,smyd4,sfrp1a,znf503,smo,csf3r,popdc2,ogg1,prickle1a,polr1d,sec23a,fat1a,mef2cb,sox17,myct1a,chaf1b,runx1,znf703,tbx3a,rbck1,igfbp3,cftr,irf6,yap1,tmsb4x,prdm1a,prdm5,wnt11,cavin1b,snrkb,WWC1,lrp5,cebpa,s1pr2,pax2a,odad4,fsta,ash2l,rad21a,ube2ia
GO:0048596	0.0433590539499205	2.70656984785616	3.50170116246102	7	17	embryonic camera-type eye morphogenesis	ENSXMAG00000002200,ENSXMAG00000008078,ENSXMAG00000010463,ENSXMAG00000010546,ENSXMAG00000018793,ENSXMAG00000004564,ENSXMAG00000003038	mitfa,AFAP1L2,sfrp1a,znf503,fat1a,znf703,pax2a
GO:0048609	0.00399930979024932	2.96535947712418	6.17947263963709	13	30	multicellular organismal reproductive process	ENSXMAG00000001152,ENSXMAG00000004643,ENSXMAG00000005524,ENSXMAG00000011812,ENSXMAG00000006463,ENSXMAG00000008836,ENSXMAG00000009518,ENSXMAG00000011679,ENSXMAG00000015512,ENSXMAG00000019863,ENSXMAG00000002246,ENSXMAG00000002926,ENSXMAG00000018674	kdm6al,zgc:173556,ggnbp2,zar1,cftr,m1ap,gper1,nemp1,rnf114,paqr7b,lepr,pum3,ybx1
